Id,Date,Rented_Bike_Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
4822,19/06/2018,7.64826303090192,22,20.8,71,2.1,800,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4823,19/06/2018,7.284134806195205,23,20.1,73,1.9,771,15.1,0.0,0.0,0.0,Summer,No Holiday,Yes
4824,20/06/2018,6.93828448401696,0,19.7,71,2.0,1330,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4825,20/06/2018,6.6895992691789665,1,19.6,73,1.4,958,14.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4826,20/06/2018,6.3578422665081,2,19.6,78,0.8,662,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4827,20/06/2018,5.831882477283517,3,19.4,79,0.8,563,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4828,20/06/2018,5.521460917862246,4,19.1,82,1.5,471,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes
4829,20/06/2018,5.820082930352362,5,19.1,83,2.0,457,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes
4830,20/06/2018,6.5722825426940075,6,19.4,83,1.6,448,16.4,0.03,0.0,0.0,Summer,No Holiday,Yes
4831,20/06/2018,7.396335293800808,7,20.0,77,1.7,595,15.8,0.29,0.0,0.0,Summer,No Holiday,Yes
4832,20/06/2018,7.80016307039296,8,20.6,77,1.2,566,16.4,0.53,0.0,0.0,Summer,No Holiday,Yes
4833,20/06/2018,7.2456550675945355,9,21.1,73,2.0,623,16.0,0.43,0.0,0.0,Summer,No Holiday,Yes
4834,20/06/2018,6.910750787961936,10,22.2,70,3.1,740,16.4,1.44,0.0,0.0,Summer,No Holiday,Yes
4835,20/06/2018,7.00397413672268,11,23.7,56,2.4,1070,14.3,2.33,0.0,0.0,Summer,No Holiday,Yes
4836,20/06/2018,7.133295954896068,12,25.2,53,3.3,976,14.9,3.38,0.0,0.0,Summer,No Holiday,Yes
4837,20/06/2018,7.077498053569231,13,26.2,51,3.2,1078,15.2,3.36,0.0,0.0,Summer,No Holiday,Yes
4838,20/06/2018,7.055312843339752,14,27.5,47,2.7,990,15.1,3.24,0.0,0.0,Summer,No Holiday,Yes
4839,20/06/2018,7.144407180321139,15,27.9,45,3.6,1558,14.8,3.04,0.0,0.0,Summer,No Holiday,Yes
4840,20/06/2018,7.3783837129967145,16,28.2,48,3.9,1103,16.1,2.55,0.0,0.0,Summer,No Holiday,Yes
4841,20/06/2018,7.736307096548285,17,28.0,50,3.2,1137,16.6,1.93,0.0,0.0,Summer,No Holiday,Yes
4842,20/06/2018,8.127109185346375,18,27.0,55,3.1,1246,17.1,1.26,0.0,0.0,Summer,No Holiday,Yes
4843,20/06/2018,7.91644286012226,19,25.6,61,2.7,1236,17.5,0.6,0.0,0.0,Summer,No Holiday,Yes
4844,20/06/2018,7.832014180505469,20,23.3,68,3.6,895,17.0,0.11,0.0,0.0,Summer,No Holiday,Yes
4845,20/06/2018,7.717351272185329,21,21.6,74,3.3,758,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4846,20/06/2018,7.590852123688581,22,20.6,78,3.0,684,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4847,20/06/2018,7.2456550675945355,23,20.1,82,3.6,494,16.9,0.0,0.0,0.0,Summer,No Holiday,Yes
4848,21/06/2018,6.988413181999592,0,20.0,83,2.6,547,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4849,21/06/2018,6.678342114654332,1,20.1,82,1.2,582,16.9,0.0,0.0,0.0,Summer,No Holiday,Yes
4850,21/06/2018,6.29156913955832,2,20.2,82,0.9,575,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4851,21/06/2018,5.978885764901122,3,20.0,83,1.7,607,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4852,21/06/2018,5.375278407684165,4,19.6,87,1.2,465,17.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4853,21/06/2018,5.733341276897746,5,19.4,82,2.1,677,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4854,21/06/2018,6.565264970035361,6,19.5,80,1.6,709,15.9,0.04,0.0,0.0,Summer,No Holiday,Yes
4855,21/06/2018,7.342131730584722,7,19.9,74,1.7,683,15.1,0.21,0.0,0.0,Summer,No Holiday,Yes
4856,21/06/2018,7.771067086065406,8,21.4,65,1.9,821,14.5,1.15,0.0,0.0,Summer,No Holiday,Yes
4857,21/06/2018,7.215975002651466,9,22.7,59,2.0,940,14.2,1.77,0.0,0.0,Summer,No Holiday,Yes
4858,21/06/2018,6.827629234502852,10,23.9,57,2.1,977,14.8,2.54,0.0,0.0,Summer,No Holiday,Yes
4859,21/06/2018,6.9726062513017535,11,25.5,57,1.8,943,16.3,3.01,0.0,0.0,Summer,No Holiday,Yes
4860,21/06/2018,7.088408778675395,12,26.4,46,1.4,1103,13.8,3.26,0.0,0.0,Summer,No Holiday,Yes
4861,21/06/2018,7.045776576879511,13,27.3,33,3.4,1921,9.6,3.42,0.0,0.0,Summer,No Holiday,Yes
4862,21/06/2018,7.050122520269059,14,28.0,39,2.6,1833,12.7,3.14,0.0,0.0,Summer,No Holiday,Yes
4863,21/06/2018,7.152268856032539,15,28.3,40,3.2,1619,13.4,2.96,0.0,0.0,Summer,No Holiday,Yes
4864,21/06/2018,7.295735072749282,16,28.5,42,3.1,1622,14.3,2.62,0.0,0.0,Summer,No Holiday,Yes
4865,21/06/2018,7.685703061234547,17,28.4,43,3.3,1715,14.6,2.04,0.0,0.0,Summer,No Holiday,Yes
4866,21/06/2018,8.137103389639302,18,27.8,43,3.0,1933,14.0,1.35,0.0,0.0,Summer,No Holiday,Yes
4867,21/06/2018,7.941651252930556,19,26.9,42,2.4,2000,12.8,0.62,0.0,0.0,Summer,No Holiday,Yes
4868,21/06/2018,7.846589975291186,20,25.1,55,2.3,1779,15.4,0.08,0.0,0.0,Summer,No Holiday,Yes
4869,21/06/2018,7.798523053625206,21,23.8,63,1.5,1455,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4870,21/06/2018,7.687080155783135,22,22.8,67,2.1,1042,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4871,21/06/2018,7.311886164077165,23,21.9,59,2.6,1188,13.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4872,22/06/2018,7.037027614686276,0,20.7,67,1.9,885,14.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4873,22/06/2018,6.816735880594968,1,20.2,75,1.4,525,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4874,22/06/2018,6.401917196727186,2,19.8,80,1.5,370,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4875,22/06/2018,6.025865973825314,3,19.3,85,1.6,345,16.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4876,22/06/2018,5.594711379601839,4,19.1,86,1.4,322,16.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4877,22/06/2018,5.820082930352362,5,18.6,85,1.0,384,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4878,22/06/2018,6.566672429803241,6,18.2,83,0.6,448,15.2,0.06,0.0,0.0,Summer,No Holiday,Yes
4879,22/06/2018,7.333023014386481,7,18.8,66,1.1,814,12.3,0.46,0.0,0.0,Summer,No Holiday,Yes
4880,22/06/2018,7.7336835707759,8,21.9,58,1.2,771,13.2,1.29,0.0,0.0,Summer,No Holiday,Yes
4881,22/06/2018,7.158513997329321,9,24.2,47,1.2,822,12.1,1.94,0.0,0.0,Summer,No Holiday,Yes
4882,22/06/2018,6.805722553416985,10,26.3,34,0.9,1792,9.1,2.57,0.0,0.0,Summer,No Holiday,Yes
4883,22/06/2018,6.928537818164665,11,28.1,35,1.3,1608,11.1,3.02,0.0,0.0,Summer,No Holiday,Yes
4884,22/06/2018,7.018401799069201,12,29.8,28,1.3,1777,9.3,3.21,0.0,0.0,Summer,No Holiday,Yes
4885,22/06/2018,6.97914527506881,13,30.6,26,1.2,1792,8.9,3.17,0.0,0.0,Summer,No Holiday,Yes
4886,22/06/2018,6.992096427415888,14,31.6,25,2.3,1780,9.1,3.21,0.0,0.0,Summer,No Holiday,Yes
4887,22/06/2018,7.093404625868766,15,31.9,23,1.8,1977,8.1,2.57,0.0,0.0,Summer,No Holiday,Yes
4888,22/06/2018,7.2909747781429814,16,30.8,31,3.8,1246,11.7,2.17,0.0,0.0,Summer,No Holiday,Yes
4889,22/06/2018,7.671826797878781,17,30.4,28,2.9,1834,9.8,1.9,0.0,0.0,Summer,No Holiday,Yes
4890,22/06/2018,8.121480374750751,18,29.3,27,3.4,1977,8.3,1.24,0.0,0.0,Summer,No Holiday,Yes
4891,22/06/2018,7.913155185928068,19,27.1,32,3.5,2000,8.9,0.52,0.0,0.0,Summer,No Holiday,Yes
4892,22/06/2018,7.821643126239982,20,25.4,31,2.5,2000,7.0,0.07,0.0,0.0,Summer,No Holiday,Yes
4893,22/06/2018,7.719573989259581,21,24.2,32,1.5,2000,6.4,0.0,0.0,0.0,Summer,No Holiday,Yes
4894,22/06/2018,7.651595573857601,22,23.3,32,1.1,2000,5.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4895,22/06/2018,7.407924322559599,23,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,Summer,No Holiday,Yes
4896,23/06/2018,7.187657164114956,0,22.7,36,1.5,2000,6.8,0.0,0.0,0.0,Summer,No Holiday,Yes
4897,23/06/2018,6.97914527506881,1,22.5,39,1.1,2000,7.8,0.0,0.0,0.0,Summer,No Holiday,Yes
4898,23/06/2018,6.70808408385307,2,22.3,37,1.8,2000,6.8,0.0,0.0,0.0,Summer,No Holiday,Yes
4899,23/06/2018,6.293419278846481,3,22.0,42,0.2,1891,8.4,0.0,0.0,0.0,Summer,No Holiday,Yes
4900,23/06/2018,5.929589143389895,4,21.6,47,0.4,1985,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4901,23/06/2018,5.8289456176102075,5,21.1,48,0.3,2000,9.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4902,23/06/2018,6.035481432524756,6,21.0,48,0.6,2000,9.5,0.01,0.0,0.0,Summer,No Holiday,Yes
4903,23/06/2018,6.434546518787453,7,21.3,44,0.5,1911,8.5,0.2,0.0,0.0,Summer,No Holiday,Yes
4904,23/06/2018,6.840546529288687,8,22.6,42,0.7,1887,9.0,0.62,0.0,0.0,Summer,No Holiday,Yes
4905,23/06/2018,6.9782137426306985,9,24.3,37,1.1,1939,8.6,1.31,0.0,0.0,Summer,No Holiday,Yes
4906,23/06/2018,6.970730078143525,10,25.8,35,1.5,1900,9.1,1.66,0.0,0.0,Summer,No Holiday,Yes
4907,23/06/2018,7.114769448366463,11,27.5,31,1.9,1841,8.8,2.7,0.0,0.0,Summer,No Holiday,Yes
4908,23/06/2018,7.226209010100671,12,28.4,31,2.7,1849,9.6,2.93,0.0,0.0,Summer,No Holiday,Yes
4909,23/06/2018,7.302496423727326,13,27.9,41,3.9,1649,13.4,2.08,0.0,0.0,Summer,No Holiday,Yes
4910,23/06/2018,7.27655640271871,14,28.0,46,3.6,1401,15.2,2.88,0.0,0.0,Summer,No Holiday,Yes
4911,23/06/2018,7.371489295214277,15,28.4,43,3.1,1337,14.6,2.65,0.0,0.0,Summer,No Holiday,Yes
4912,23/06/2018,7.516433302915632,16,28.3,48,3.1,1232,16.2,2.41,0.0,0.0,Summer,No Holiday,Yes
4913,23/06/2018,7.650644551436897,17,28.1,49,3.2,1117,16.3,1.62,0.0,0.0,Summer,No Holiday,Yes
4914,23/06/2018,7.721791776817535,18,26.3,55,3.2,1119,16.5,0.64,0.0,0.0,Summer,No Holiday,Yes
4915,23/06/2018,7.735870319952567,19,25.7,59,2.8,1083,17.0,0.38,0.0,0.0,Summer,No Holiday,Yes
4916,23/06/2018,7.724446645633537,20,24.6,65,2.1,1018,17.5,0.1,0.0,0.0,Summer,No Holiday,Yes
4917,23/06/2018,7.685243607975833,21,23.8,68,2.2,694,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4918,23/06/2018,7.566828479208331,22,23.0,74,2.4,473,18.1,0.0,0.0,0.0,Summer,No Holiday,Yes
4919,23/06/2018,7.246368080102461,23,22.5,77,2.7,396,18.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4920,24/06/2018,6.745236349484363,0,22.0,81,1.6,374,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4921,24/06/2018,6.302618975744905,1,21.5,83,1.3,345,18.4,0.0,0.0,0.0,Summer,No Holiday,Yes
4922,24/06/2018,7.134890851565884,2,20.9,87,1.8,222,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4923,24/06/2018,6.4692503167957724,3,20.6,91,0.8,194,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4924,24/06/2018,5.659482215759621,4,20.5,90,0.8,223,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4925,24/06/2018,5.4638318050256105,5,20.3,87,1.0,251,18.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4926,24/06/2018,5.556828061699537,6,20.2,87,2.0,255,17.9,0.01,0.0,0.0,Summer,No Holiday,Yes
4927,24/06/2018,5.91350300563827,7,20.5,82,0.8,338,17.3,0.16,0.0,0.0,Summer,No Holiday,Yes
4928,24/06/2018,6.331501849893691,8,21.3,78,0.7,351,17.3,0.51,0.0,0.0,Summer,No Holiday,Yes
4929,24/06/2018,6.5998704992128365,9,23.1,68,1.9,482,16.8,1.64,0.0,0.0,Summer,No Holiday,Yes
4930,24/06/2018,6.638567789166521,10,25.0,60,1.5,570,16.6,2.33,0.0,0.0,Summer,No Holiday,Yes
4931,24/06/2018,6.769641976852503,11,27.1,52,2.1,557,16.3,2.82,0.0,0.0,Summer,No Holiday,Yes
4932,24/06/2018,6.949856455000773,12,28.9,40,2.3,809,13.9,3.15,0.0,0.0,Summer,No Holiday,Yes
4933,24/06/2018,6.968850378341948,13,30.6,31,2.7,1240,11.5,3.24,0.0,0.0,Summer,No Holiday,Yes
4934,24/06/2018,6.970730078143525,14,31.6,34,2.9,1050,13.8,3.12,0.0,0.0,Summer,No Holiday,Yes
4935,24/06/2018,7.101675971619444,15,31.8,31,3.4,1400,12.5,2.85,0.0,0.0,Summer,No Holiday,Yes
4936,24/06/2018,7.294377299288821,16,31.3,32,3.2,1427,12.6,2.38,0.0,0.0,Summer,No Holiday,Yes
4937,24/06/2018,7.470224135899966,17,30.9,34,2.5,1640,13.2,1.79,0.0,0.0,Summer,No Holiday,Yes
4938,24/06/2018,7.647308832356238,18,29.8,35,3.3,1805,12.6,1.15,0.0,0.0,Summer,No Holiday,Yes
4939,24/06/2018,7.736743682453495,19,27.8,41,2.7,1990,13.3,0.45,0.0,0.0,Summer,No Holiday,Yes
4940,24/06/2018,7.778211474512493,20,26.1,49,1.9,1960,14.5,0.1,0.0,0.0,Summer,No Holiday,Yes
4941,24/06/2018,7.675081857716334,21,24.5,71,1.7,1295,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes
4942,24/06/2018,7.496652438168283,22,23.9,72,0.8,1098,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4943,24/06/2018,7.1929342212158,23,23.3,75,2.0,890,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4944,25/06/2018,6.870053411798126,0,22.9,79,0.6,715,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4945,25/06/2018,6.373319789577012,1,22.5,80,1.1,619,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes
4946,25/06/2018,6.052089168924417,2,22.3,80,0.8,709,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4947,25/06/2018,5.579729825986222,3,22.0,83,0.5,684,18.9,0.0,0.0,0.0,Summer,No Holiday,Yes
4948,25/06/2018,5.298317366548036,4,21.8,82,0.7,702,18.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4949,25/06/2018,5.82600010738045,5,21.5,84,0.3,569,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4950,25/06/2018,6.666956792429207,6,21.3,81,0.7,604,17.8,0.05,0.0,0.0,Summer,No Holiday,Yes
4951,25/06/2018,7.390798521735676,7,22.1,74,0.3,830,17.2,0.37,0.0,0.0,Summer,No Holiday,Yes
4952,25/06/2018,7.754481547470383,8,23.8,66,0.9,960,17.0,0.74,0.0,0.0,Summer,No Holiday,Yes
4953,25/06/2018,7.165493475060845,9,25.4,61,1.0,1079,17.3,1.28,0.0,0.0,Summer,No Holiday,Yes
4954,25/06/2018,6.778784897685177,10,26.4,55,0.9,901,16.6,1.16,0.0,0.0,Summer,No Holiday,Yes
4955,25/06/2018,6.876264611890766,11,27.8,46,1.3,912,15.1,1.77,0.0,0.0,Summer,No Holiday,Yes
4956,25/06/2018,6.946975992135418,12,29.8,42,2.1,1220,15.5,2.9,0.0,0.0,Summer,No Holiday,Yes
4957,25/06/2018,6.97914527506881,13,31.2,36,2.0,1022,14.3,2.91,0.0,0.0,Summer,No Holiday,Yes
4958,25/06/2018,6.92461239604856,14,32.3,35,1.8,982,14.8,2.71,0.0,0.0,Summer,No Holiday,Yes
4959,25/06/2018,7.077498053569231,15,32.7,31,1.7,1243,13.3,2.3,0.0,0.0,Summer,No Holiday,Yes
4960,25/06/2018,7.249925536717988,16,32.2,39,2.8,928,16.4,1.74,0.0,0.0,Summer,No Holiday,Yes
4961,25/06/2018,7.605392364814935,17,31.5,42,2.3,990,17.0,1.36,0.0,0.0,Summer,No Holiday,Yes
4962,25/06/2018,8.08301991917133,18,30.7,43,1.6,931,16.6,0.74,0.0,0.0,Summer,No Holiday,Yes
4963,25/06/2018,7.930206206684683,19,29.8,45,1.5,956,16.5,0.32,0.0,0.0,Summer,No Holiday,Yes
4964,25/06/2018,7.806696372521179,20,28.8,54,1.1,964,18.5,0.09,0.0,0.0,Summer,No Holiday,Yes
4965,25/06/2018,7.771910256435763,21,27.9,55,0.5,1083,18.0,0.0,0.0,0.0,Summer,No Holiday,Yes
4966,25/06/2018,7.624130585661289,22,27.4,55,0.3,1001,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4967,25/06/2018,7.271008538280992,23,27.2,55,0.7,920,17.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4968,26/06/2018,6.959398512133975,0,26.9,61,1.5,805,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4969,26/06/2018,6.664409020350408,1,26.7,50,1.8,884,15.4,0.0,0.0,0.0,Summer,No Holiday,Yes
4970,26/06/2018,6.263398262591624,2,26.1,51,1.7,760,15.1,0.0,0.0,0.0,Summer,No Holiday,Yes
4971,26/06/2018,5.869296913133774,3,25.4,50,1.1,870,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4972,26/06/2018,4.969813299576001,4,24.7,49,1.0,1293,13.2,0.0,0.0,0.0,Summer,No Holiday,Yes
4973,26/06/2018,3.828641396489095,5,23.7,64,0.9,876,16.4,0.0,0.1,0.0,Summer,No Holiday,Yes
4974,26/06/2018,3.6375861597263857,6,22.5,83,0.8,537,19.4,0.0,0.4,0.0,Summer,No Holiday,Yes
4975,26/06/2018,3.912023005428146,7,21.2,87,0.8,376,18.9,0.03,1.5,0.0,Summer,No Holiday,Yes
4976,26/06/2018,3.9889840465642745,8,20.8,94,1.0,159,19.7,0.05,3.5,0.0,Summer,No Holiday,Yes
4977,26/06/2018,2.995732273553991,9,20.3,96,1.1,143,19.6,0.06,6.5,0.0,Summer,No Holiday,Yes
4978,26/06/2018,2.302585092994046,10,20.3,97,1.0,103,19.8,0.12,9.5,0.0,Summer,No Holiday,Yes
4979,26/06/2018,2.4849066497880004,11,20.4,97,1.4,129,19.9,0.09,16.0,0.0,Summer,No Holiday,Yes
4980,26/06/2018,2.3978952727983707,12,20.5,97,1.8,257,20.0,0.15,5.0,0.0,Summer,No Holiday,Yes
4981,26/06/2018,3.2188758248682006,13,20.5,97,1.2,338,20.0,0.11,14.5,0.0,Summer,No Holiday,Yes
4982,26/06/2018,3.295836866004329,14,21.0,97,0.7,381,20.4,0.26,2.5,0.0,Summer,No Holiday,Yes
4983,26/06/2018,4.189654742026425,15,21.5,97,0.6,311,20.9,0.21,4.5,0.0,Summer,No Holiday,Yes
4984,26/06/2018,4.04305126783455,16,23.3,96,3.4,441,22.6,0.08,1.0,0.0,Summer,No Holiday,Yes
4985,26/06/2018,4.736198448394496,17,24.0,95,5.0,362,23.1,0.07,2.0,0.0,Summer,No Holiday,Yes
4986,26/06/2018,5.056245805348308,18,24.1,95,4.4,261,23.2,0.03,1.0,0.0,Summer,No Holiday,Yes
4987,26/06/2018,5.318119993844216,19,24.2,94,4.7,242,23.1,0.03,1.5,0.0,Summer,No Holiday,Yes
4988,26/06/2018,5.298317366548036,20,24.1,94,4.5,214,23.0,0.0,0.5,0.0,Summer,No Holiday,Yes
4989,26/06/2018,5.62040086571715,21,23.5,94,4.6,227,22.4,0.0,1.5,0.0,Summer,No Holiday,Yes
4990,26/06/2018,6.095824562432225,22,22.4,95,4.1,222,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4991,26/06/2018,6.315358001522335,23,21.6,89,4.3,698,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4992,27/06/2018,6.2422232654551655,0,20.5,94,3.7,896,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes
4993,27/06/2018,5.541263545158426,1,20.0,96,3.0,182,19.3,0.0,0.1,0.0,Summer,No Holiday,Yes
4994,27/06/2018,5.10594547390058,2,19.6,97,2.6,201,19.1,0.0,0.4,0.0,Summer,No Holiday,Yes
4995,27/06/2018,5.030437921392435,3,19.4,97,2.9,282,18.9,0.0,0.0,0.0,Summer,No Holiday,Yes
4996,27/06/2018,4.709530201312334,4,19.2,97,1.0,217,18.7,0.0,0.5,0.0,Summer,No Holiday,Yes
4997,27/06/2018,5.093750200806762,5,19.1,97,1.2,402,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes
4998,27/06/2018,6.035481432524756,6,19.2,97,1.5,157,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes
4999,27/06/2018,6.98933526597456,7,19.3,98,1.0,188,18.9,0.06,0.0,0.0,Summer,No Holiday,Yes
5000,27/06/2018,7.59890045687141,8,19.7,97,1.5,200,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes
5001,27/06/2018,7.122059881629142,9,20.0,96,1.6,287,19.3,0.39,0.0,0.0,Summer,No Holiday,Yes
5002,27/06/2018,6.760414691083428,10,21.4,85,1.1,596,18.7,1.34,0.0,0.0,Summer,No Holiday,Yes
5003,27/06/2018,6.923628628138427,11,23.4,73,1.3,827,18.2,2.38,0.0,0.0,Summer,No Holiday,Yes
5004,27/06/2018,7.044032897274685,12,24.1,73,2.2,992,18.9,2.15,0.0,0.0,Summer,No Holiday,Yes
5005,27/06/2018,7.118826249062078,13,24.9,69,2.2,850,18.8,2.14,0.0,0.0,Summer,No Holiday,Yes
5006,27/06/2018,7.126087273299125,14,24.7,72,2.9,720,19.3,1.45,0.0,0.0,Summer,No Holiday,Yes
5007,27/06/2018,7.217443431696533,15,25.5,68,2.4,638,19.1,1.61,0.0,0.0,Summer,No Holiday,Yes
5008,27/06/2018,7.389563953677635,16,25.0,74,2.2,578,20.0,0.52,0.0,0.0,Summer,No Holiday,Yes
5009,27/06/2018,7.65728279297819,17,25.1,70,2.2,796,19.2,0.48,0.0,0.0,Summer,No Holiday,Yes
5010,27/06/2018,8.062432791583195,18,25.0,69,1.5,1125,18.9,0.52,0.0,0.0,Summer,No Holiday,Yes
5011,27/06/2018,7.81923445385907,19,24.9,70,1.8,1131,19.0,0.24,0.0,0.0,Summer,No Holiday,Yes
5012,27/06/2018,7.729735331385051,20,24.2,72,1.4,833,18.8,0.03,0.0,0.0,Summer,No Holiday,Yes
5013,27/06/2018,7.696667081526462,21,23.3,71,1.3,1145,17.7,0.0,0.0,0.0,Summer,No Holiday,Yes
5014,27/06/2018,7.580699752224563,22,22.7,77,2.0,1099,18.4,0.0,0.0,0.0,Summer,No Holiday,Yes
5015,27/06/2018,6.8885724595653635,23,22.3,83,2.6,490,19.2,0.0,0.0,0.0,Summer,No Holiday,Yes
5016,28/06/2018,6.331501849893691,0,22.2,84,1.1,482,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes
5017,28/06/2018,6.974478911025045,1,22.2,84,0.3,610,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes
5018,28/06/2018,6.481577129276431,2,22.4,84,0.6,667,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes
5019,28/06/2018,5.84354441703136,3,22.4,86,0.6,618,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes
5020,28/06/2018,5.455321115357702,4,22.3,88,0.9,298,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes
5021,28/06/2018,5.58724865840025,5,22.1,93,0.4,333,20.9,0.0,0.0,0.0,Summer,No Holiday,Yes
5022,28/06/2018,6.38856140554563,6,22.0,90,0.4,373,20.2,0.04,0.1,0.0,Summer,No Holiday,Yes
5023,28/06/2018,7.238496840894365,7,22.7,81,0.4,866,19.2,0.4,0.0,0.0,Summer,No Holiday,Yes
5024,28/06/2018,7.735870319952567,8,24.2,73,1.0,1581,19.0,0.96,0.0,0.0,Summer,No Holiday,Yes
5025,28/06/2018,7.1284959456800365,9,24.8,75,1.1,1418,20.0,0.63,0.0,0.0,Summer,No Holiday,Yes
5026,28/06/2018,6.717804695023691,10,25.3,70,0.6,1386,19.4,0.7,0.0,0.0,Summer,No Holiday,Yes
5027,28/06/2018,6.844815479208263,11,26.5,64,1.8,1806,19.1,1.3,0.0,0.0,Summer,No Holiday,Yes
5028,28/06/2018,7.055312843339752,12,27.0,68,2.0,1863,20.5,1.3,0.0,0.0,Summer,No Holiday,Yes
5029,28/06/2018,6.947937068614969,13,27.2,68,1.8,1575,20.7,1.1,0.0,0.0,Summer,No Holiday,Yes
5030,28/06/2018,6.93828448401696,14,27.1,72,3.0,1126,21.6,0.91,0.0,0.0,Summer,No Holiday,Yes
5031,28/06/2018,7.098375638590786,15,26.4,76,3.7,1370,21.8,1.01,0.0,0.0,Summer,No Holiday,Yes
5032,28/06/2018,6.642486801367256,16,25.2,81,3.6,961,21.6,0.5,0.0,0.0,Summer,No Holiday,Yes
5033,28/06/2018,4.189654742026425,17,22.2,92,1.2,254,20.8,0.11,4.9,0.0,Summer,No Holiday,Yes
5034,28/06/2018,6.391917113392602,18,20.6,97,0.7,222,20.1,0.14,21.5,0.0,Summer,No Holiday,Yes
5035,28/06/2018,6.851184927493743,19,20.9,97,1.0,1747,20.3,0.19,0.0,0.0,Summer,No Holiday,Yes
5036,28/06/2018,6.946975992135418,20,21.0,96,0.1,1431,20.3,0.02,0.0,0.0,Summer,No Holiday,Yes
5037,28/06/2018,7.1098794630722715,21,21.3,94,0.3,1314,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes
5038,28/06/2018,7.122866658599083,22,21.6,94,1.1,766,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes
5039,28/06/2018,6.837332814685591,23,21.7,96,0.3,293,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes
5040,29/06/2018,6.154858094016418,0,21.9,95,1.9,357,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes
5041,29/06/2018,6.133398042996649,1,22.0,96,0.1,387,21.3,0.0,0.1,0.0,Summer,No Holiday,Yes
5042,29/06/2018,5.846438775057725,2,22.2,96,0.8,269,21.5,0.0,0.2,0.0,Summer,No Holiday,Yes
5043,29/06/2018,5.429345628954441,3,22.3,96,1.2,290,21.6,0.0,0.1,0.0,Summer,No Holiday,Yes
